model_name,predict_time,mse,mae,residuals_mean,mape,model_size,accuracy
std_all_baseline,0.00025850020222781993,0.0009445807081647217,0.017370689660310745,717.2466535552792,221.60531684255588,1.4821548461914062
std_all_baseline_low,0.00022293697095494857,8.692639676155522e-05,0.004596308339387178,-687.7813146300157,674.0870558366692,1.4821548461914062
std_all_baseline_medium,0.0002179140455936198,0.0001717399136396125,0.008203736506402493,-446.1326269944129,198.59855859577502,1.4821548461914062
std_all_baseline_high,0.00021534518650451206,0.001625262782908976,0.026228277012705803,1776.2358051615968,97.85491094821735,1.4821548461914062
std_all_multiOne_classifier,0.0002905594787265319,n/a,n/a,n/a,n/a,1.4809036254882812,0.8337701559066772
std_all_multiOne_low,0.0005005684702110852,7.085355900926515e-05,0.006030059419572353,-42.58556644827202,185.41699645922637,1.4822158813476562
std_all_multiOne_medium,0.00036884565476010526,0.0009856526739895344,0.02312619797885418,-30.37792723221869,133.21498239701134,1.4821548461914062
std_all_multiOne_high,0.0003003502484030112,0.006307259202003479,0.050672050565481186,1014.7631783786701,104.70763158747415,1.4822158813476562
std_all_multiOne,0.0003398937298709484,28753045.11358111,3012.589980265236,517.466735339886,184.64373527409913,5.927490234375
std_all_multiAll_classifier,0.00028671091403529566,n/a,n/a,n/a,n/a,1.4809036254882812,0.8337701559066772
std_all_multiAll_low,0.000499344098775776,7.085355900926515e-05,0.006030059419572353,-42.58556644827202,185.41699645922637,1.4822158813476562
std_all_multiAll_medium,0.0003703350938076295,0.0009856526739895344,0.02312619797885418,-30.37792723221869,133.21498239701134,1.4821548461914062
std_all_multiAll_high,0.000296888471129451,0.006307259202003479,0.050672050565481186,1014.7631783786701,104.70763158747415,1.4822158813476562
std_all_multiAll,0.00033929945688635995,28488240.046921723,2984.6479103658894,597.4904740916415,196.03123290009287,5.927490234375
std_all_up_baseline,0.0002575179236668096,0.0010164870182052255,0.018057994544506073,195.07844412379097,244.75574725336986,1.4821548461914062
std_all_up_baseline_low,0.00022637771216080094,0.00010523672972340137,0.005867393687367439,-979.3687792063973,809.9550525362272,1.4821548461914062
std_all_up_baseline_medium,0.00022117104397598628,0.00018560663738753647,0.008957798592746258,-842.994633344911,206.6908976983327,1.4821548461914062
std_all_up_baseline_high,0.0002139965058934208,0.0017450309824198484,0.026703203096985817,1116.129996564981,95.27427779655594,1.4821548461914062
std_all_up_multiOne_classifier,0.00029144090312172125,n/a,n/a,n/a,n/a,1.4809036254882812,0.8349883556365967
std_all_up_multiOne_low,0.0005084886414880042,7.085355900926515e-05,0.006030059419572353,-42.58556644827202,185.41699645922637,1.4822158813476562
std_all_up_multiOne_medium,0.0003729520435116589,0.0009856526739895344,0.02312619797885418,-30.37792723221869,133.21498239701134,1.4821548461914062
std_all_up_multiOne_high,0.00029872665707097925,0.006307259202003479,0.050672050565481186,1014.7631783786701,104.70763158747415,1.4822158813476562
std_all_up_multiOne,0.00034197857444250875,28515804.289936937,3024.563055508672,397.587086433159,191.0669266805128,5.927490234375
std_all_up_multiAll_classifier,0.0002912459101865817,n/a,n/a,n/a,n/a,1.4809036254882812,0.8349883556365967
std_all_up_multiAll_low,0.0005032220036837211,7.085355900926515e-05,0.006030059419572353,-42.58556644827202,185.41699645922637,1.4822158813476562
std_all_up_multiAll_medium,0.0003726309775234742,0.0009856526739895344,0.02312619797885418,-30.37792723221869,133.21498239701134,1.4821548461914062
std_all_up_multiAll_high,0.00029666810347612555,0.006307259202003479,0.050672050565481186,1014.7631783786701,104.70763158747415,1.4822158813476562
std_all_up_multiAll,0.0003395943886514931,28184840.14202639,2989.9888586465963,463.394377044867,209.92722046784306,5.927490234375
univariate_baseline,0.00025134637746670443,0.000906745670363307,0.016927052289247513,63.16548662575235,183.15912408748082,1.4044876098632812
univariate_baseline_low,0.00021604064473313445,5.870536551810801e-05,0.0030811859760433435,-289.87527348322953,442.2966933351157,1.4044876098632812
univariate_baseline_medium,0.00021202676439981694,0.00020206323824822903,0.00920508336275816,-466.6432738878569,203.8658076678484,1.4044876098632812
univariate_baseline_high,0.00020477344228547932,0.0015472894301638007,0.02531789243221283,459.0238194555785,93.77286905620733,1.4044876098632812
univariate_multiOne_classifier,0.00027766193045022203,n/a,n/a,n/a,n/a,1.4033203125,0.84093177318573
univariate_multiOne_low,0.0004969113332425844,0.00010333521640859544,0.007382689043879509,182.06696944663196,177.5023216594224,1.4044876098632812
univariate_multiOne_medium,0.0003713187676157015,0.0009567950037308037,0.022271376103162766,112.43560713137138,124.27361832302222,1.4044876098632812
univariate_multiOne_high,0.00028767861234288807,0.0059860763140022755,0.05008924379944801,-172.13685968146072,107.28680037617625,1.4044876098632812
univariate_multiOne,0.0003335402694764673,27998324.126628645,3009.7280373290887,31.60367352434932,178.90516000131103,5.616783142089844
univariate_multiAll_classifier,0.0002808337451180437,n/a,n/a,n/a,n/a,1.4033203125,0.84093177318573
univariate_multiAll_low,0.0005060729868195568,0.00010333521640859544,0.007382689043879509,182.06696944663196,177.5023216594224,1.4044876098632812
univariate_multiAll_medium,0.00036544288503827563,0.0009567950037308037,0.022271376103162766,112.43560713137138,124.27361832302222,1.4044876098632812
univariate_multiAll_high,0.000291274681999384,0.0059860763140022755,0.05008924379944801,-172.13685968146072,107.28680037617625,1.4044876098632812
univariate_multiAll,0.0003289567253211086,27103188.798104115,2899.761712348873,165.60565210863206,184.73385055849906,5.616783142089844
H15H5_baseline,0.00026029341068154946,0.0011376470793038607,0.018253298476338387,489.5563218963617,176.9116608209545,1.4704055786132812
